timestamp_us,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,accel_real_x,accel_real_y,accel_real_z,accel_world_x,accel_world_y,accel_world_z,gravity_x,gravity_y,gravity_z,yaw,pitch,roll
454285,0.99993896484375,-0.00048828125,-0.00335693359375,0.0029296875,30,28,2100,-3,-2,1,-24,36,-6090,16,30,-6089,0.0067105963826179504,-0.0009961724281311035,0.999875009059906,-0.005857099313288927,0.006711331661790609,-0.0009962966432794929
464281,0.99993896484375,-0.000732421875,-0.00360107421875,0.00311279296875,32,29,2103,-3,-2,1,-26,41,-6087,17,32,-6086,0.007197149097919464,-0.0014871731400489807,0.9998741149902344,-0.006221362855285406,0.00719792302697897,-0.001487359288148582
474275,0.99993896484375,-0.0009765625,-0.0037841796875,0.0032958984375,30,29,2104,-3,-2,1,-31,45,-6086,14,33,-6085,0.0075614601373672485,-0.00197795033454895,0.9998735189437866,-0.006585503928363323,0.007562257349491119,-0.001978198066353798
484270,0.99993896484375,-0.001220703125,-0.00396728515625,0.00341796875,31,30,2105,-3,-2,1,-33,50,-6085,14,35,-6084,0.007925741374492645,-0.0024683773517608643,0.9998723864555359,-0.006827374920248985,0.007926562801003456,-0.0024686872493475676
494262,0.99993896484375,-0.00146484375,-0.00421142578125,0.00360107421875,30,30,2104,-3,-2,1,-38,54,-6086,12,36,-6085,0.008411787450313568,-0.0029598399996757507,0.999871015548706,-0.00719097163528204,0.008412637747824192,-0.002960213227197528
504268,0.99993896484375,-0.001708984375,-0.00439453125,0.0037841796875,30,30,2104,-3,-2,1,-41,58,-6086,12,37,-6085,0.008775591850280762,-0.003451019525527954,0.9998700022697449,-0.007554533425718546,0.00877645518630743,-0.0034514544531702995
514262,0.99993896484375,-0.001953125,-0.004638671875,0.00396728515625,31,31,2103,-3,-2,1,-44,63,-6087,12,39,-6086,0.009261280298233032,-0.003942817449569702,0.9998683333396912,-0.007917673327028751,0.009262163192033768,-0.003943316172808409
523855,0.99993896484375,-0.002197265625,-0.00482177734375,0.004150390625,31,31,2105,-3,-2,1,-47,67,-6085,11,40,-6084,0.009624727070331573,-0.0044342875480651855,0.9998670816421509,-0.008280837908387184,0.009625614620745182,-0.004434848204255104
533881,0.99993896484375,-0.00250244140625,-0.00506591796875,0.00433349609375,31,29,2105,-3,-2,1,-51,70,-6085,10,39,-6085,0.01010952889919281,-0.005048483610153198,0.9998647570610046,-0.008642896078526974,0.010110422968864441,-0.005049123428761959
543908,0.99993896484375,-0.00274658203125,-0.0052490234375,0.0045166015625,31,29,2103,-3,-2,1,-54,74,-6087,9,40,-6087,0.010472595691680908,-0.005540244281291962,0.9998632073402405,-0.009005636908113956,0.010473485104739666,-0.005540945567190647
553930,0.99993896484375,-0.00299072265625,-0.00543212890625,0.004638671875,31,29,2104,-3,-2,1,-57,78,-6086,8,41,-6086,0.01083584874868393,-0.0060314759612083435,0.9998610019683838,-0.00924611371010542,0.010836733505129814,-0.006032241508364677
564147,0.99993896484375,-0.00323486328125,-0.005615234375,0.00482177734375,29,29,2104,-3,-2,1,-62,82,-6086,5,42,-6086,0.011198587715625763,-0.006523482501506805,0.9998591542243958,-0.00960848480463028,0.011199458502233028,-0.006524308584630489
574146,0.99993896484375,-0.00347900390625,-0.005859375,0.0050048828125,29,27,2106,-3,-2,1,-66,84,-6084,4,41,-6084,0.011683210730552673,-0.00701623409986496,0.9998565316200256,-0.009970247745513916,0.01168406754732132,-0.007017125841230154
584141,0.99993896484375,-0.00372314453125,-0.00604248046875,0.00518798828125,29,27,2106,-3,-2,1,-69,88,-6084,3,42,-6084,0.012045592069625854,-0.007508531212806702,0.9998544454574585,-0.010332216508686543,0.012046422809362411,-0.007509483024477959
